customer,state,response,coverage,education,employment_status,location_code,policy,renew_offer_type,sales_channel,vehicle_class
DS47984,Arizona,Yes,Extended,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
UV52613,Arizona,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 3-4,Direct,Normal Car
XM96138,California,No,Extended,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
HF95739,California,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
HG81101,Washington,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
VN27419,Oregon,Yes,Extended,High School or Below,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
VZ59523,Arizona,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
UF91715,Nevada,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
JV13438,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
MN82687,Oregon,Yes,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
MR50410,Nevada,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Medium-Class Car
DT53270,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
DA79098,California,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
FY86121,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
AA69265,Nevada,No,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
ZT86224,Nevada,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
GW89148,California,No,Extended,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Indirect,Medium-Class Car
EJ97834,Nevada,No,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
VM66678,Oregon,Yes,Premium,High School or Below,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
OY34553,Nevada,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
JL49772,Arizona,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
ZO44848,California,No,Basic,Bachelor or College,Unemployed,Urban,Special,Offer 1-2,Direct,Normal Car
TW66679,Oregon,No,Basic,High School or Below,Employed,Rural,Corporate,Offer 3-4,Direct,Medium-Class Car
RP98585,Arizona,No,Extended,Doctor or Master,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
XK83294,California,No,Basic,High School or Below,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
VZ43707,Nevada,No,Extended,High School or Below,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car
RO89767,Arizona,No,Basic,Doctor or Master,Unemployed,Urban,Personal,Offer 3-4,Direct,Medium-Class Car
UN49741,Oregon,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
SY46862,Arizona,No,Extended,High School or Below,Employed,Rural,Corporate,Offer 1-2,Direct,Medium-Class Car
ZY60545,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
WP62115,Washington,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
NK16909,Oregon,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
BQ41371,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
QF29828,Arizona,No,Extended,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
LP59331,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
NJ46471,Oregon,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car
KX53892,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
YP37291,Nevada,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
RX93631,Arizona,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
GS26763,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
SK74843,Arizona,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
AG47947,Washington,Yes,Premium,High School or Below,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
LQ23049,California,Yes,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
VF10088,Arizona,No,Extended,High School or Below,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
OJ65428,Nevada,No,Premium,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
ZF48094,Oregon,No,Extended,High School or Below,Employed,Urban,Personal,Offer 3-4,Indirect,Normal Car
TN56613,Arizona,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Indirect,Medium-Class Car
IA33339,Oregon,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 3-4,Direct,Medium-Class Car
UB28078,California,No,Premium,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
ZK60855,Oregon,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
CM73149,California,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
SC81807,California,No,Basic,Bachelor or College,Employed,Suburban,Special,Offer 3-4,Indirect,Medium-Class Car
DS57918,California,No,Basic,Bachelor or College,Other status,Urban,Corporate,Offer 1-2,Direct,Medium-Class Car
TN29644,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
UL17918,Arizona,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
MJ25422,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Luxury Car
FG21377,California,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
BQ15946,Oregon,No,Extended,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
CO53249,Arizona,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
XS83731,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
VH41477,Oregon,No,Premium,High School or Below,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car
AT13963,Washington,No,Extended,Doctor or Master,Employed,Urban,Corporate,Offer 1-2,Indirect,Medium-Class Car
XU49878,Washington,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Indirect,Normal Car
RY10920,Oregon,Yes,Premium,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
OC32181,Nevada,No,Basic,High School or Below,Employed,Urban,Special,Offer 3-4,Indirect,Normal Car
OE19653,Oregon,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
WG39961,Oregon,Yes,Extended,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
QY78671,Arizona,No,Extended,High School or Below,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car
SY48591,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
SM16060,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
FW53453,California,No,Extended,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
KU42210,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
XR74789,Washington,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
GB39602,Nevada,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car
SK93727,Washington,No,Premium,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
OM37845,California,Yes,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
VR45143,Arizona,No,Basic,High School or Below,Employed,Urban,Corporate,Offer 3-4,Direct,Normal Car
GF35623,California,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
AF47139,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
IS48950,California,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
NC98544,Nevada,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
AD12500,California,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Luxury Car
ZE59681,Nevada,No,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
JQ91314,Washington,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
WX92260,Washington,Yes,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
MO21402,Oregon,Yes,Premium,Doctor or Master,Other status,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
QY41319,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
WE90911,Arizona,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Medium-Class Car
KB90888,Oregon,No,Basic,High School or Below,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
NN87570,Oregon,Yes,Extended,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car
PD94315,Arizona,No,Premium,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Indirect,Medium-Class Car
IN65727,Washington,No,Basic,Doctor or Master,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
FB76635,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
RF58958,California,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
AZ15952,Oregon,No,Premium,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Indirect,Normal Car
KP22549,Oregon,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
QC34927,California,No,Extended,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
WD87578,Nevada,No,Premium,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
ER51965,Washington,No,Premium,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
LA53648,California,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
FX73249,Oregon,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
WF53890,Arizona,Yes,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
QL35310,Nevada,Yes,Basic,Doctor or Master,Employed,Rural,Corporate,Offer 1-2,Indirect,Normal Car
FY30870,California,No,Extended,High School or Below,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
JF73533,Nevada,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
IW70308,Oregon,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
ZS50183,Arizona,Yes,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
EU38033,Nevada,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
ZJ86769,Nevada,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
JZ90556,Oregon,No,Basic,High School or Below,Employed,Rural,Corporate,Offer 3-4,Direct,Normal Car
OQ43721,Oregon,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
NI71089,California,Yes,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
ZF84966,Nevada,No,Extended,Doctor or Master,Employed,Urban,Corporate,Offer 1-2,Indirect,Medium-Class Car
LN11802,California,No,Basic,Doctor or Master,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
CG92708,Nevada,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
TH59993,California,No,Basic,Bachelor or College,Employed,Rural,Corporate,Offer 1-2,Indirect,Normal Car
WH76688,Oregon,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
NK82261,California,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
FI93397,Oregon,No,Extended,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
FO33051,Arizona,No,Premium,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
ZE40223,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
II49996,Arizona,Yes,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
AX71707,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
GF38306,Nevada,No,Extended,High School or Below,Employed,Urban,Corporate,Offer 1-2,Direct,Normal Car
TN54884,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
DD27635,Oregon,No,Basic,Doctor or Master,Other status,Rural,Personal,Offer 1-2,Indirect,Medium-Class Car
NX84287,California,No,Extended,Doctor or Master,Employed,Urban,Corporate,Offer 1-2,Direct,Medium-Class Car
EO38569,Washington,No,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
FF77476,California,Yes,Basic,High School or Below,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car
CW92156,Washington,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Medium-Class Car
XA53408,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
CV86445,Arizona,No,Basic,High School or Below,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
TK32843,California,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Normal Car
EV14053,California,No,Extended,High School or Below,Employed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
IY38767,Oregon,Yes,Basic,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
VJ34494,Washington,No,Basic,Bachelor or College,Unemployed,Suburban,Corporate,Offer 1-2,Direct,Normal Car
SN36487,Arizona,No,Extended,Bachelor or College,Employed,Suburban,Corporate,Offer 3-4,Direct,Medium-Class Car
SW88021,California,No,Basic,Bachelor or College,Other status,Suburban,Corporate,Offer 3-4,Direct,Normal Car
US43945,California,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
QC93181,California,Yes,Extended,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car
XS89049,Nevada,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
QR79788,Nevada,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 3-4,Direct,Normal Car
WG51244,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Indirect,Luxury Car
BF56053,Washington,No,Premium,Bachelor or College,Other status,Suburban,Corporate,Offer 1-2,Direct,Normal Car
AN97123,Nevada,No,Premium,Bachelor or College,Unemployed,Urban,Personal,Offer 3-4,Direct,Normal Car
VS30147,Oregon,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
FY70464,Oregon,No,Premium,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
BG19572,Washington,No,Extended,Bachelor or College,Unemployed,Suburban,Corporate,Offer 3-4,Direct,Normal Car
LR43989,Oregon,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
ER10834,Nevada,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
WL46620,Nevada,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 1-2,Direct,Normal Car
MO27230,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Medium-Class Car
HD32695,Arizona,No,Premium,Bachelor or College,Other status,Suburban,Personal,Offer 3-4,Indirect,Normal Car
ED89934,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Medium-Class Car
WU63862,Oregon,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Direct,Normal Car
EW27959,California,No,Basic,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
IG15771,Oregon,No,Premium,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Direct,Normal Car
PJ84431,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Luxury Car
RW46214,Oregon,No,Basic,High School or Below,Other status,Suburban,Personal,Offer 1-2,Indirect,Normal Car
VP91482,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Direct,Medium-Class Car
DZ48278,Nevada,No,Basic,High School or Below,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
HC37968,Oregon,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Medium-Class Car
CQ15251,Oregon,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 3-4,Indirect,Normal Car
QD36906,Nevada,No,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
BG95711,California,No,Extended,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
HR44460,California,No,Basic,Bachelor or College,Employed,Rural,Personal,Offer 1-2,Direct,Medium-Class Car
NE57101,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Corporate,Offer 1-2,Direct,Medium-Class Car
UQ34669,Arizona,Yes,Basic,Doctor or Master,Employed,Rural,Personal,Offer 1-2,Direct,Normal Car
BL42392,Arizona,No,Basic,Doctor or Master,Other status,Urban,Personal,Offer 3-4,Direct,Normal Car
WC52068,Oregon,Yes,Basic,Bachelor or College,Employed,Urban,Corporate,Offer 1-2,Direct,Medium-Class Car
GB20532,Arizona,No,Extended,High School or Below,Unemployed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
XS74432,California,No,Basic,High School or Below,Employed,Suburban,Personal,Offer 3-4,Direct,Normal Car
YA10507,California,Yes,Basic,High School or Below,Employed,Rural,Special,Offer 1-2,Direct,Normal Car
NL59273,Oregon,No,Basic,Doctor or Master,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
BZ81849,Arizona,No,Basic,Bachelor or College,Unemployed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
MF83904,Oregon,No,Basic,Bachelor or College,Other status,Suburban,Personal,Offer 1-2,Direct,Normal Car
MH14039,California,Yes,Basic,High School or Below,Employed,Suburban,Personal,Offer 1-2,Indirect,Normal Car
XJ26467,California,No,Extended,Bachelor or College,Employed,Urban,Personal,Offer 1-2,Indirect,Normal Car
BC53546,Oregon,No,Basic,Bachelor or College,Employed,Suburban,Personal,Offer 3-4,Indirect,Normal Car
KB58189,Oregon,No,Basic,Bachelor or College,Employed,Urban,Special,Offer 3-4,Direct,Normal Car
FF31523,Washington,No,Premium,Doctor or Master,Employed,Urban,Corporate,Offer 3-4,Direct,Medium-Class Car
